itemNumber	string	score
22977	kokmeeuwen	1
22978	glomerulonefritis	1
22979	velofaryngoplastiek	1
22980	neuskeelholte	1
22981	gespleten $gehemelte	1
22982	midden- en kleinbedrijf, samenwerkingsvormen	1
22983	xanthophyllomyces dendrorhous	1
22984	natuurproducten	1
22985	polyhydroxyalkanoaten, pseudomonas putida,	1
22986	stoppen met $roken	1
22987	spierrelaxantia, cholestase	1
22988	materiaaloppervlakken, materiaalgrensvlakken: overige	1
22989	mitochondriën, eiwitten, biosynthese , neurospora crassa ,	1
22990	voeding, cholesterol, stofwisseling	1
22991	organisatiesociologie, organisatiepsychologie, 54.52	1
22992	tandheelkundige implantaten, prothesen, zorg, nazorg	1
22993	maatschappij van weldadigheid,	1
22994	cadherinen	1
22995	mijten	1
22996	huisstofmijten	1
22997	enzymen, hormonen, vitaminen (biochemie) triosefosfaatisomer	1
22998	hard weefsel	1
22999	stadsvernieuwing, planning, recht	1
23000	landbouwstelsels	1
23001	landbouwsystemen	1
23002	economische planning, onderzoeksmethoden	1
23003	ruimtelijke structuur	1
23004	15.39	1
23005	kanker, erfelijkheid	1
23006	radiokoolstofdatering, bot (anatomie), aminozuren, voeding	1
23007	oplosmiddelen , water , chemische reacties, organische chemi	1
23008	coniferen	1
23009	burgemeesters, loopbaan	1
23010	overheidspersoneel	1
23011	dopa, productie, mucuna pruriens	1
23012	organisatie bestuur	1
23013	onderwijsinstellingen: overige universiteiten	1
23014	onderwijssystemen	1
23015	diëten, eiwitten, nierziekten	1
23016	katoenindustrie, liberalisatie, deregulering , boeren	1
23017	radicalen (chemie), superoxyde dismutase, peroxydasen ,	1
23018	wiskundige methoden, fractals	1
23019	vaste stoffen, vloeistoffen,	1
23020	wiskundige methoden van de natuurkunde	1
23021	moraal	1
23022	normen (vorm)	1
23023	waarden en normen (sociologie)	1
23024	sterrenstelsels, verdelingen (statistiek), dichtheid ,	1
23025	1860-1905	1
23026	stress, corticosteron, hippocampus , bruine rat	1
23027	vrije-elektronenlaser	1
23028	structuur, ionenimplantatie	1
23029	metalen, oppervlakken ,	1
23030	stoftransport, zuurstof	1
23031	water , sedimenten, oplossingen (chemie),	1
23032	hydrologie: algemeen	1
23033	88.13	1
23034	bruggen (gebit) , composieten, lijm	1
23035	laryngectomie , spraakproductie	1
23036	pesaro	1
23037	genua	1
23038	byzantijns recht	1
23039	venetië (stad)	1
23040	schizofrenie, zelfwaarneming, symptomen	1
23041	taalvaardigheid	1
23042	74.41	1
23043	kanker, drug targeting	1
23044	commissarissen	1
23045	accountancy	1
23046	niobium	1
23047	periodiciteit	1
23048	quasikristallen	1
23049	signalen, myeline , voorlopercellen, oligodendrocyten, multi	1
23050	gentherapie, lipiden	1
23051	ganzen, broeden, broedzorg, populatiedynamica, ecologische a	1
23052	gehoorstoornissen ;	1
23053	telemetrie	1
23054	dopamine, serotonine, tetralines,	1
23055	uitgavenpatroon, levensmiddelen, voedselproductie,	1
23056	variantieanalyse, multivariabele systemen ,	1
23057	rechters-commissarissen, gerechtelijk vooronderzoek, strafre	1
23058	vakbeoefening	1
23059	grafische methoden	1
23060	retorica, griekse oudheid	1
23061	athene	1
23062	lewis, david	1
23063	kaplan, david	1
23064	stalnaker, robert	1
23065	kripke, saul	1
23066	informatiebronnen	1
23067	endotheel , bloedvaten, celkweek	1
23068	arbeidsbemiddeling	1
23069	44.12 arbeidsgeneeskunde	1
23070	3.61 arbeidseconomie	1
23071	cara, behandelingsmethoden	1
23072	inhibitie, glycosidasen, farmacokinetica	1
23073	politieke filosofie, 89.40 interne betrekkingen van de staat	1
23074	augustan period	1
23075	classicism	1
23076	dionysius of halicarnassus	1
23077	history of linguistics	1
23078	philosophy of language	1
23079	praemonstratenzian order	1
23080	abbots-chronicles	1
23081	dissolution monasteries	1
23082	reformation and counterreformation	1
23083	liberation war against spain	1
23084	texttradition	1
23085	speech processing strategies	1
23086	juweel	1
23087	symboliek in sieraden	1
23088	sieraad en identiteit	1
23089	knelpunten in de kunsthistorische beschouwing van het sieraad	1
23090	relatie sieraad en mode	1
23091	nominal tone	1
23092	noun morphology	1
23093	plateau shimakonde	1
23094	tone	1
23095	verb morphology	1
23096	verbal tone	1
23097	vowel processes	1
23098	claim damages	1
23099	collective agreement	1
23100	equal treatment	1
23101	pre-employment	1
23102	probationary period	1
23103	works council	1
23104	geestelijke teksten	1
23105	perikopenboek	1
23106	prozahandschrift	1
23107	atrioventricular reentry tachycardia	1
23108	cardiac development	1
23109	fetal cardiology	1
23110	posterior heart field	1
23111	sinoatrial node	1
23112	flavivirus genus	1
23113	flavivirus infection	1
23114	west nile virus	1
23115	yellow fever virus	1
23116	roc curve analysis	1
23117	text-mining	1
23118	northerners	1
23119	urbanisation	1
23120	huwelijkse voorwaarden	1
23121	echtscheiding	1
23122	uitleg	1
23123	civiel partnerschap	1
23124	jurisdictions	1
23125	nation states	1
23126	particular territory	1
23127	territory	1
23128	supranationalism	1
23129	european countries	1
23130	linguistic typology	1
23131	onomasiology	1
23132	word formation	1
23133	ectopic fat	1
23134	hepatic steatosis	1
23135	magnetic resonance spectroscopy	1
23136	pericardial fat	1
23137	very low calorie diet	1
23138	mitral regurgitation	1
23139	restrictive mitral annuloplasty	1
23140	left ventricular remodeling	1
23141	cardiac support device	1
23142	epithelial-to-mesenchymal transition	1
23143	tumor cell migration	1
23144	mycobacterium marinum	1
23145	negative regulators	1
23146	ptpn6 knockdown	1
23147	salmonella typhimurium	1
23148	transcriptomics	1
23149	adamantane	1
23150	gaucher	1
23151	diamantane	1
23152	phosphorothioate	1
23153	deoxynojirimycin	1
23154	castanospermine	1
23155	ring closing methathesis	1
23156	sulfonamide	1
23157	centrifugal partition chromatography	1
23158	inula britannica	1
23159	metabolic fingerprinting	1
23160	nuclear factor e2-related factor 2	1
23161	salvia officinalis	1
23162	tanacetum parthenium	1
23163	terpene	1
23164	terpenoid	1
23165	indische dutch	1
23166	moluccans	1
23167	postcolonial migration	1
23168	surinamese	1
23169	colonial history	1
23170	chinese nationalism	1
23171	indonesian nationalism	1
23172	batavia/jakarta	1
23173	colonial administration	1
23174	peranakan and totok chinese communities	1
23175	19th century	1
23176	waste water	1
23177	garbage	1
23178	gas	1
23179	port facilities	1
23180	synchronizations	1
23181	compositionality	1
23182	synchronized shuffles	1
23183	cscw	1
23184	skyros island	1
23185	archaeological survey	1
23186	late roman	1
23187	byzantine	1
23188	ottoman	1
23189	early modern archaeology	1
23190	traduction	1
23191	dioula	1
23192	ethnomédecine	1
23193	analyse conceptuelle	1
23194	biomédecine	1
23195	magic bullets	1
23196	arthromyces ramosus peroxidase	1
23197	llama variable heavy-chain antibody fragments	1
23198	bifunctional proteins	1
23199	pedro de la mata	1
23200	adaptive mesh refinement	1
23201	planetary nebulae	1
23202	individualization	1
23203	sociaal kapitaal	1
23204	leerstijl	1
23205	generation	1
23206	creative class	1
23207	youth cultural capital	1
23208	het nieuwe leren	1
23209	generatie	1
23210	education reform	1
23211	informeel leren	1
23212	netwerk	1
23213	cynoglossum officinale	1
23214	seed-ovule ratio	1
23215	seed set	1
23216	fruit set	1
23217	biennial plants	1
23218	reproduction (biology)	1
23219	microsatellite primers	1
23220	genetic structure	1
23221	biparental inbreeding	1
23222	post-pollination selection	1
23223	cryptic self-incompatibility	1
23224	selective embryo abortion	1
23225	non-mendelian segregation	1
23226	distorted segregation	1
23227	conflict management	1
23228	hair follicles	1
23229	incompleteness theorem	1
23230	symbolic computation	1
23231	spectral projection	1
23232	characteristic equation	1
23233	biological markers	1
23234	international environmental law	1
23235	customary international law	1
23236	environmental principles	1
23237	quality	1
23238	assurance	1
23239	area	1
23240	vinex	1
23241	sustainable	1
23242	front-end quality assurance	1
23243	infrared laser characterization	1
23244	beam test	1
23245	telescope resolution	1
23246	islam	1
23247	militancy	1
23248	identity quest	1
23249	nonlinear sigma model	1
23250	topological defects	1
23251	helicoidal spin state	1
23252	osteoporotic vertebral compression fractures	1
23253	lipid oxidation	1
23254	dna oxidation	1
23255	vomiting	1
23256	preoperative assessment	1
23257	external validation	1
23258	inpatients	1
23259	outpatients	1
23260	perceptual development	1
23261	phoneme contrasts	1
23262	fibroadenoma	1
23263	tb	1
23264	vortex lattice melting	1
23265	rotation	1
23266	peer research	1
23267	residential care	1
23268	client satisfaction	1
23269	serotypes	1
23270	gm1-gangliosidosis	1
23271	beta-galactosidasis	1
23272	needle biopsy	1
23273	multicenter	1
23274	fgfs	1
23275	cell signaling	1
23276	forebrain development	1
23277	autonomic nervous system	1
23278	xenopus	1
23279	hpa	1
23280	lesion	1
23281	noradrenalin	1
23282	lamb mode	1
23283	vanadium dioxide	1
23284	optical switching	1
23285	non-linear optics	1
23286	opal	1
23287	pump-probe	1
23288	ultrafast phase transition	1
23289	gold nanoshell	1
23290	coherent acoustic vibrations	1
23291	matrix turnover	1
23292	proprotein convertases	1
23293	extracellular matrix metalloproteinase inducer	1
23294	tgf-beta	1
23295	chemical composition atmosphere	1
23296	ice core volcanic layer	1
23297	phosphatidylcholine synthesis	1
23298	activating transcription factor 2	1
23299	chop/gadd153	1
23300	mt58 cells	1
23301	hexadecylphosphocholine	1
23302	jnk	1
23303	p38 mapk kinase	1
23304	quantum phase transitions	1
23305	immunocompromised patients	1
23306	scl	1
23307	conduct disorder	1
23308	oppositional defiant disorder	1
23309	antisocial behavior	1
23310	hard disks	1
23311	boltzmann equation	1
23312	lorentz gas	1
23313	dynamical system	1
23314	kinetic theory	1
23315	lyapunov exponent	1
23316	kolmogorov-sinai entropy	1
23317	goldstone mode	1
23318	mineral potential mapping	1
23319	base metals	1
23320	aravalli province (india)	1
23321	fuzzy models	1
23322	bayesian models	1
23323	neurofuzzy models	1
23324	capillary coatings	1
23325	bilayer-coated capillaries	1
23326	speed of analysis	1
23327	biopharmaceuticals	1
23328	unitary groups	1
23329	homology stability	1
23330	k-theory	1
23331	synovial fluid (sf)	1
23332	joint disease	1
23333	quercus robur	1
23334	little ice age	1
23335	firn densification	1
23336	black death	1
23337	alcohol drinking	1
23338	lentiviral vectors	1
23339	catalase	1
23340	eaat2	1
23341	central-nervous-system	1
23342	constraint satisfaction	1
23343	no-wait job shop scheduling	1
23344	psychological anthropology	1
23345	indian diaspora	1
23346	ethnic studies	1
23347	postcolonialism	1
23348	french thinker	1
23349	historical philosophy	1
23350	lysophosphatidic acid (lpa)	1
23351	nuclear magnetic resonance (nmr)	1
23352	magic angle spinning nmr	1
23353	membrane curvature	1
23354	lipid packing	1
23355	lipid charge	1
23356	hydrogen bonds	1
23357	lipid/protein interactions	1
23358	mitomycin analogue	1
23359	cyclodextrin	1
23360	exploratory cartography	1
23361	regional geography	1
23362	regional exploratory studies	1
23363	think aloud method	1
23364	map use tasks	1
23365	map use activities	1
23366	antisaccade	1
23367	acceptation	1
23368	reconstruction period	1
23369	1945-1952	1
23370	dose-individualization	1
23371	pharmacokinetically guided dosing	1
23372	population pharmacokinetics	1
23373	high-dose chemotherapy	1
23374	pharmacokinetic-pharmacodynamic relationships	1
23375	progression	1
23376	her-2/neu	1
23377	bcl-6	1
23378	visual space	1
23379	reference frames	1
23380	depth cues	1
23381	paleocene	1
23382	greenhouse gases	1
23383	sea level rise	1
23384	ocean acidification	1
23385	temperature gradients	1
23386	calorimetry	1
23387	molten fluoride salts	1
23388	phase diagrams	1
23389	nuclear reactors	1
23390	cobalt catalysts	1
23391	manganese promotion	1
23392	stem-eels	1
23393	sentinel	1
23394	poisoning	1
23395	exposure assessment	1
23396	satiation	1
23397	satiety	1
23398	sensory-specific satiety	1
23399	biap	1
23400	lps-mediated disease	1
23401	proglacial sedimentation	1
23402	basal sliding	1
23403	iceberg calving	1
23404	ice-flow numerical model	1
23405	protein quantitation	1
23406	beta-elimination	1
23407	affinity chromatography	1
23408	fret probe	1
23409	microvilli	1
23410	g0	1
23411	chip on chip	1
23412	rna polymerase ii	1
23413	s. cerevisiae	1
23414	mild stimulation	1
23415	patient discomfort	1
23416	gnrh antagonist	1
23417	hypersensitivity pneumonitis	1
23418	cc10	1
23419	cc16	1
23420	kl-6	1
23421	sp-d	1
23422	pneumoproteins	1
23423	glut-4	1
23424	fat/cd36	1
23425	skeletal muscle physiology	1
23426	enzyme activity	1
23427	lmnd	1
23428	routine procedures	1
23429	radio-telemetry	1
23430	body temperature	1
23431	mediator	1
23432	normalization	1
23433	new order	1
23434	christianisation	1
23435	islamic state	1
23436	inter-religious dialogue	1
23437	christians	1
23438	relations	1
23439	mammograms	1
23440	group a streptococcus	1
23441	tss	1
23442	m-type	1
23443	resurgence	1
23444	phage	1
23445	agreeing to disagree	1
23446	cognitive agents	1
23447	decision games	1
23448	dialogue games	1
23449	multiagent systems	1
23450	multi-valued logics	1
23451	use-semantics	1
23452	software agents	1
23453	information indices	1
23454	ecosystem network analysis	1
23455	stress indices	1
23456	ecological succession	1
23457	heterologous proteins	1
23458	carbon source	1
23459	ethanol	1
23460	cell physiology	1
23461	protein folding	1
23462	native mass spectrometry	1
23463	bacteriophage t4	1
23464	tandem mass spectrometry	1
23465	macromolecular protein complexes	1
23466	emergency vaccination	1
23467	transmission rate	1
23468	immune responses	1
23469	fmd	1
23470	storage	1
23471	nanocomposites	1
23472	composites	1
23473	dft	1
23474	claw disorders	1
23475	digital dermatitis	1
23476	sole ulcer	1
23477	intervention strategies	1
23478	illness beliefs	1
23479	illness behaviour	1
23480	family interactions	1
23481	somatic complaints	1
23482	eriksen flanker task	1
23483	greek tragedy	1
23484	mise en scène	1
23485	melodrama	1
23486	declamation	1
23487	marsyas of de betooverde bron (verhagen)	1
23488	gysbrecht van aemstel (vondel)	1
23489	the birds (aristophanes)	1
23490	faust (goethe)	1
23491	electra (sophocles)	1
23492	beta2-glycoprotein i	1
23493	low-density lipoprotein receptor family	1
23494	counter-propagating trapping	1
23495	high forces	1
23496	force measurements	1
23497	quadrant photodiode position detection	1
23498	dynamic arrays	1
23499	semiconducting nanowires	1
23500	surface texture	1
23501	light trapping	1
23502	polycrystalline ag layers	1
23503	plasmon absorption	1
23504	transparent conducting oxides	1
23505	zno:al	1
23506	ag:alox	1
23507	high deposition rate	1
23508	tree growth	1
23509	selective logging	1
23510	simulation model	1
23511	plasmonics	1
23512	surface plasmon	1
23513	mev ion beams	1
23514	metal	1
23515	anisotropic	1
23516	extinction	1
23517	core/shell	1
23518	nanolithography	1
23519	chest radiograph scores	1
23520	survey interviews	1
23521	questions	1
23522	answers	1
23523	response tokens	1
23524	basque	1
23525	case	1
23526	clitic-doubling	1
23527	ergativity	1
23528	kurdish	1
23529	mayan	1
23530	nez perce	1
23531	northwest caucasian	1
23532	pronoun incorporation	1
23533	broca	1
23534	agrammatism	1
23535	pronouns	1
23536	neurolinguistics	1
23537	reference assignment	1
23538	clay	1
23539	deltaworks	1
23540	residence time	1
23541	questionnaire development	1
23542	disablement process	1
23543	shear melting	1
23544	interfaces under shear	1
23545	phase separation under shear	1
23546	emulsion templating	1
23547	elastic properties	1
23548	microcellular structures	1
23549	haplotype	1
23550	pulmonary fibrosis	1
23551	granuloma	1
23552	improved patency	1
23553	endothelialization	1
23554	heparinization	1
23555	immigrant families	1
23556	youth	1
23557	demographic transition	1
23558	family formation	1
23559	transition to adulthood	1
23560	anaemia	1
23561	human chorionic gonadotropin	1
23562	high-mannose-type n-glycans	1
23563	hypermannosylation	1
23564	15n-labeling	1
23565	bovine pancreatic ribonuclease b	1
23566	chondroitin sulfate	1
23567	molecular modeling	1
23568	pelvic girdle pain	1
23569	overactive bladder syndrome	1
23570	associated factors	1
23571	dermal exposure	1
23572	health risks	1
23573	pharmacy technicians	1
23574	cleaning personnel	1
23575	take-home	1
23576	farm family	1
23577	herbicide	1
23578	biomonitoring	1
23579	dust	1
23580	vwf and fviii	1
23581	intensity	1
23582	pleasantness	1
23583	hedonics	1
23584	response times	1
23585	law of the sea	1
23586	protection of the marine environment	1
23587	vessel-source pollution	1
23588	ocean dumping	1
23589	marine protected areas	1
23590	division of competence	1
23591	mixed agreements	1
23592	community coordination mechanisms	1
23593	nonlinear approximation	1
23594	galerkin methods	1
23595	compressibility	1
23596	computability	1
23597	boundary integral equations	1
23598	boundary value problems	1
23599	truncated residuals	1
23600	phosphatase	1
23601	diagnosis instrument	1
23602	grain growth	1
23603	microstructural evolution	1
23604	microphysical modeling	1
23605	literature mining	1
23606	interaction mining	1
23607	interaction networks	1
23608	polycentric urban system	1
23609	older workers	1
23610	multi-actor panel study	1
23611	mobile device	1
23612	interruption management	1
23613	mobile web	1
23614	user framework	1
23615	inherited disease	1
23616	congenital myasthenic syndrome	1
23617	acetylcholine receptor	1
23618	lethal recessive mutation	1
23619	heterozygote advantage	1
23620	gene frequency	1
23621	pedigree analysis	1
23622	control programme	1
23623	argumentative diagrams	1
23624	environmental magnetism	1
23625	equatorial and south atlantic	1
23626	electron backscatter diffraction (ebsd)	1
23627	low-temperature magnetic measurements	1
23628	relative paleointensity	1
23629	non-steady state diagenesis	1
23630	docking	1
23631	haddock	1
23632	diffusion anisotropy	1
23633	rdcs	1
23634	structural water	1
23635	cytochrome c oxidase	1
